"rn","lcSn","bsshNm","telno","adres","etcAdres","zip","lcinfoLa","lcinfoLo","cl","clNm","scopeCd","scope","hmpg"
"9451","50036149","중앙파랑새지역아동센터","041-553-8292","충청남도 천안시 서북구 노태산로 21-0","","31098","36.8262534","127.1264023","09","아동안전지킴이집","","",""
"9452","50019613","중앙팬시코아","061-832-9350","전라남도 고흥군 고흥로 2981-1","","59511","34.6790185","127.3612639","09","아동안전지킴이집","","",""
"9453","50012038","중앙하이츠관리사무소","02-957-9667","서울특별시 성북구 한천로76길 73-0","","","37.6114626","127.0665689","09","아동안전지킴이집","","",""
"9454","50004608","중앙하이퍼","032-547-2737","인천광역시 계양구 작전동,857","857","407-823","37.5361342","126.7261062","09","아동안전지킴이집","","",""
"9455","50008742","중앙하이퍼마켓","031-409-0948","경기도 안산시 상록구 후곡3길 18-0,(사동)","(사동)","426-823","37.2969433","126.8463115","09","아동안전지킴이집","","",""
"9456","50031251","중앙할인마트","042-585-3069","대전광역시 중구 문화로105번길 30-0","","301-837","36.3135764","127.3969795","09","아동안전지킴이집","","",""
"9457","50023299","중앙할인마트","055-862-9025","경상남도 남해군 남서대로 777-2,1378-1","1378-1","","34.7711591","34.7711591","09","아동안전지킴이집","","",""
"9458","50016987","중앙화원","041-736-3800"," 논산시 강산동 645","","320-010","36.1914577","127.0893665","09","아동안전지킴이집","","",""
"9459","50005962","중원어린이집","042-628-9310"," 대전시 대덕구 중리동 373-7","","306-827","36.3643935","127.4272761","09","아동안전지킴이집","","",""
"9460","50036116","중장마트","041-673-5712","충청남도 태안군 안면대로 3491-0","","","36.4732246","126.3690611","09","아동안전지킴이집","","",""
"9461","50012140","중화서적","02-777-0090","서울특별시 중구 남대문로 52-5","","04535","37.5620876","126.981773","09","아동안전지킴이집","","",""
"9462","50038170","중흥마트 나들가게","031-559-4952","경기도 남양주시 평내동,608 중흥상가","608 중흥상가","12227","37.6444792","127.243029","09","아동안전지킴이집","","",""
"9463","50017254","중흥문구사","041-358-8300","충청남도 당진군 송악읍 중흥리,375-39","375-39","343-826","36.94042542","126.74394608","09","아동안전지킴이집","","",""
"9464","50030193","중흥슈퍼","061-432-9896","전라남도 강진군 백금포길 7-0","","59224","34.64224","126.7841903","09","아동안전지킴이집","","",""
"9465","50001882","쥬시팜","051-809-8526","부산광역시 부산진구 동성로 28-0","","47310","35.14721382","129.09673691","09","아동안전지킴이집","","",""
"9466","50043324","쥬씨&amp;차얌 광장점","02-453-5523","서울특별시 광진구 아차산로 537-17,상가동 1층 2호","상가동 1층 2호","04983","37.5431584","37.5431584","09","아동안전지킴이집","","",""
"9467","50017892","즐거운네오다다","063-271-1982","전주시 완산구 서신동 763-1","","560-795","35.83301","127.1108018","09","아동안전지킴이집","","",""
"9468","50011951","즐거운약국","02-714-7588","서울특별시 마포구 큰우물로 53-0,네이버타운 106호","네이버타운 106호","04154","37.5422899","126.9446095","09","아동안전지킴이집","","",""
"9469","50037835","즐거운약국","032-574-1651","인천광역시 서구 원당대로 581-0 하이마트검단롯데마트점,마전동 롯데마트 2층","마전동 롯데마트 2층","22637","37.5945144","126.6644744","09","아동안전지킴이집","","",""
"9470","50034152","즐겨찾기 문구","033-252-0463","강원도 춘천시 춘주로 147-0,10-13","10-13","200-945","37.8587551","127.7248527","09","아동안전지킴이집","","",""
"9471","50015296","증안문구점","043-231-1765","충청북도 청주시 흥덕구 복대동,2611번지","2611번지","28416","36.6351068","127.4280969","09","아동안전지킴이집","","",""
"9472","50016046","증평 우리약국","043-838-8570","충청북도 증평군 중앙로 218-0","","368-905","36.7847608","127.5824848","09","아동안전지킴이집","","",""
"9473","50016044","증평 이상약국","043-836-5447","충청북도 증평군 광장로 121-1","","368-901","36.784212","127.5853223","09","아동안전지킴이집","","",""
"9474","50016033","증평농협도안지점하나로마트","043-836-8032","충청북도 증평군 연암길 9-0","","368-811","36.8265177","127.6023687","09","아동안전지킴이집","","",""
"9475","50023333","지곡분식","055-962-0463","경상남도 함양군 병곡지곡로 963-1","","50018","35.5650673","127.7739937","09","아동안전지킴이집","","",""
"9476","50021569","지구사","054-383-3398"," 경북 군위군 군위읍 서부리 26-1","","716-804","36.2384581","128.5677411","09","아동안전지킴이집","","",""
"9477","50037730","지나피아노의숲음악학원","055-649-3501","경상남도 통영시 벽방1길 4-0","","53008","34.9479276","34.9479276","09","아동안전지킴이집","","",""
"9478","50037839","지니헤어","053-641-6533","대구광역시 달서구 대곡동,1031","1031","42826","35.8070134","128.5249539","09","아동안전지킴이집","","",""
"9479","50019689","지력산 건강원","061-542-0333","전라남도 진도군 인지인천2길 1-0","","58950","34.4267002","126.1660574","09","아동안전지킴이집","","",""
"9480","50020816","지례우체국","054-434-0700","경상북도 김천시 지례면 교리,548-1","548-1","740-931","35.9859882","128.0279678","09","아동안전지킴이집","","",""
"9481","50003021","지묘동 교촌치킨","053-985-1003","대구광역시 동구 파계로 95-0","","41002","35.9423083","128.6371271","09","아동안전지킴이집","","",""
"9482","50003018","지묘문구사","053-981-6289","대구광역시 동구 파계로22길 40-0","","","35.9412875","128.639258","09","아동안전지킴이집","","",""
"9483","50003494","지산문구랜드","053-782-9732"," 대구 수성구 지산동 1199","","706-845","35.8213164","128.6319535","09","아동안전지킴이집","","",""
"9484","50004465","지성미용실","032-573-3006","인천 서구 신현동 280-4","","404-832","37.5163503","126.6707441","09","아동안전지킴이집","","",""
"9485","50019677","지수종합슈퍼","061-543-6370","전라남도 진도군 지수길 47-5","","58908","34.4905284","126.344156","09","아동안전지킴이집","","",""
"9486","50035153","지에스25편의점(옥산)","063-467-6225","전라북도 군산시 옥산면 옥산리,75-3","75-3","54176","35.9426686","126.7487146","09","아동안전지킴이집","","",""
"9487","50035154","지에스25편의점(옥서)","063-468-7339","전라북도 군산시 옥구저수지로 220-0","","","-0.00072441","0.00081539","09","아동안전지킴이집","","",""
"9488","50043402","지에스더프레시천안불당시티점","--","충청남도 천안시 서북구 공원로 176-0","","31168","36.7971148","36.7971148","09","아동안전지킴이집","","",""
"9489","50031311","지에스편의점 풍암원룸","062-654-0121","광주광역시 서구 풍암동,876-11","876-11","","35.1209403","126.8628993","09","아동안전지킴이집","","",""
"9490","50019026","지은이네꽃집","061-473-0693","전라남도 영암군 교동로 40-0","","526-805","34.7964394","126.6895511","09","아동안전지킴이집","","",""
"9491","50010413","지인공인중개사","031-844-4989"," 양주시 광사동 192-3","","","37.7932486","127.0751751","09","아동안전지킴이집","","",""
"9492","50023459","지정반점","055-572-7873","경상남도 의령군 함의로 1519-0","","52117","35.3823344","128.3871815","09","아동안전지킴이집","","",""
"9493","50034478","지평편의점","--","경기도 양주시 율정동,121-2","121-2","482-150","37.8194578","127.1029937","09","아동안전지킴이집","","",""
"9494","50021350","지품농협하나로마트","054-730-1458","경북 영덕군 지품면 신안리 175-9","","766-863","36.4477251","129.2813426","09","아동안전지킴이집","","",""
"9495","50021349","지품우체국","054-732-9880","경상북도 영덕군 경동로 7159-0","","766-863","36.4476721","129.2820779","09","아동안전지킴이집","","",""
"9496","50043991","지학사","02-330-5496","서울특별시 마포구 신촌로6길 5-0,지학사","지학사","04056","37.5569094","37.5569094","09","아동안전지킴이집","","",""
"9497","50011445","지행온누리","031-864-1475","경기도 동두천시 지행로 59-0","","11346","37.8926479","127.0537411","09","아동안전지킴이집","","",""
"9498","50012800","지현건재","02-597-1700","서울시 동작구 사당1동   1018-1","","156-825","37.48172056","126.97955668","09","아동안전지킴이집","","",""
"9499","50034035","지혜학원","031-533-8914","경기도 포천시 영중면 양문리,802-6 2층","802-6 2층","487-883","38.0018969","127.2421707","09","아동안전지킴이집","","",""
"9500","50001193","지호해물칼국수","064-712-3975","제주특별자치도 제주시 우정로11길 10-0","","690-191","33.4876671","126.4319813","09","아동안전지킴이집","","",""
"9501","50042075","지홍","02-433-4789","서울특별시 중랑구 송림길 126-0","","02061","37.6055582","127.105795","09","아동안전지킴이집","","",""
"9502","50015361","직지태권도","043-233-4511","충청북도 청주시 흥덕구 비하동,75-53번지","75-53번지","361-825","36.626327","127.4239131","09","아동안전지킴이집","","",""
"9503","50043312","진가네곱창","--","경상남도 의령군 함의로 1519-1","","52117","35.3824068","35.3824068","09","아동안전지킴이집","","",""
"9504","50038787","진경문구","063-225-8846","전라북도 전주시 완산구 양지2길 11-15,11-15","11-15","55133","35.7928249","127.1248899","09","아동안전지킴이집","","",""
"9505","50003954","진금당","032-887-4482","인천광역시 중구 연안부두로33번길 25-0","","22348","37.4543409","126.6049898","09","아동안전지킴이집","","",""
"9506","50030676","진남연쇄점","061-642-7463","전라남도 여수시 광무9길 1-0","","550-801","34.7506391","127.7264842","09","아동안전지킴이집","","",""
"9507","50015955","진로마트","043-877-6971","충북 음성군 감곡면 왕장리 527-5","","369-851","37.1177252","127.638424","09","아동안전지킴이집","","",""
"9508","50035413","진마트","063-276-8055","전라북도 전주시 완산구 서곡6길 26-0","","54956","35.8353127","127.1029064","09","아동안전지킴이집","","",""
"9509","50021845","진마트","--","경북 청송군 진보면 진안리  384-28","","763-816","36.528804","129.0447149","09","아동안전지킴이집","","",""
"9510","50004091","진마트(6-14)","032-428-6743","인천 남구 문학동 348-1","","402-070","37.4388811","126.6845004","09","아동안전지킴이집","","",""
"9511","50020371","진문구사","054-281-6078","경북 포항시 남구 송도동 484-1","","790-831","36.0293515","129.3746546","09","아동안전지킴이집","","",""
"9512","50032998","진미부동산","02-2647-2288","서울특별시 양천구 목동동로 350-0 목동5단지아파트,B상가","B상가","158-755","37.5342472","126.8804222","09","아동안전지킴이집","","",""
"9513","50042283","진미부동산","02-2647-2288","서울 양천구 목동동로 350, 5단지 B상가","","","","","09","아동안전지킴이집","","",""
"9514","50042343","진미부동산","02-2647-2288","서울 양천구 목동동로 350, 5단지 B상가","","","","","09","아동안전지킴이집","","",""
"9515","50043323","진반점","--","경상남도 창원시 진해구 용원중로 37-0,1층 진반점","1층 진반점","51604","35.1005928","35.1005928","09","아동안전지킴이집","","",""
"9516","50037231","진보마트","063-212-8880","전라북도 전주시 덕진구 신복1길 46-0","","54845","35.8532421","127.1068782","09","아동안전지킴이집","","",""
"9517","50032221","진보병원(정신보건시설)","054-874-7717","경상북도 청송군 진보면 후평리,66","66","763-813","36.5356492","129.0264701","13","전국보호시설","","",""
"9518","50019852","진상어린이집","061-772-3301","전라남도 광양시 섬거길 5-14","","57707","35.0200952","35.0200952","09","아동안전지킴이집","","",""
"9519","50032979","진생약국","02-2604-5029","서울특별시 양천구 곰달래로 20-0,225-17 진생약국","225-17 진생약국","07924","37.5296239","37.5296239","09","아동안전지킴이집","","",""
"9520","50042297","진생약국","02-2604-5029","서울 양천구 곰달래로 20","","","","","09","아동안전지킴이집","","",""
"9521","50042357","진생약국","02-2604-5029","서울 양천구 곰달래로 20","","","","","09","아동안전지킴이집","","",""
"9522","50040066","진성마트","--","서울특별시 은평구 연서로20길 16-0","","03388","37.6139292","126.9195287","09","아동안전지킴이집","","",""
"9523","50011141","진성슈퍼","031-566-7153"," 경기 구리시 수택동 503-12","","471-822","37.59692","127.1463147","09","아동안전지킴이집","","",""
"9524","50017583","진성약국","041-952-2635","충청남도 서천군 서면 도둔리,1-0","1-0","","36.16274254","126.52850032","09","아동안전지킴이집","","",""
"9525","50033233","진솔마트","055-772-6888","경상남도 진주시 진산로 675-0 금빛마을현대아파트,상가","상가","52639","35.2386313","128.0903473","09","아동안전지킴이집","","",""
"9526","50035224","진슈퍼(나들가게)","02-3492-9696","서울특별시 도봉구 도당로13다길 25-0","","132-842","37.6656068","127.0331569","09","아동안전지킴이집","","",""
"9527","50033283","진슈퍼(나들가게)","--","경상북도 구미시 임은동","","730-130","36.0889497","128.3623455","09","아동안전지킴이집","","",""
"9528","50005773","진실문구","042-282-9352"," 대전시 동구 대동  199-4","","300-810","36.3251049","127.4456958","09","아동안전지킴이집","","",""
"9529","50042001","진심약국","--",",부산광역시 동구 중앙대로 313","부산광역시 동구 중앙대로 313","","0.0","0.0","09","아동안전지킴이집","","",""
"9530","50012763","진아문구","02-825-3943","서울특별시 동작구 대방동,393-62","393-62","06953","37.500394","126.9278734","09","아동안전지킴이집","","",""
"9531","50039526","진안문구","031-235-7674","경기도 화성시 병점4로 103-0","","18393","37.2177554","127.0411219","09","아동안전지킴이집","","",""
"9532","50002593","진양슈퍼","051-754-7439"," 부산시 수영구 망미2동 266-32","","613-820","35.1745097","129.1137804","09","아동안전지킴이집","","",""
"9533","50002661","진영문구사","051-868-8703"," 부산시 연제구 연산6동 2144-18","","611-836","35.1773567","129.09015","09","아동안전지킴이집","","",""
"9534","50017928","진영서적문구","063-224-1265","전주시 완산구 평화동 1가 230-68","","","0.0011158","0.00025749","09","아동안전지킴이집","","",""
"9535","50043927","진영스넥","--","제주특별자치도 제주시 우정로15길 13-0,진영스넥","진영스넥","63070","33.4861124","33.4861124","09","아동안전지킴이집","","",""
"9536","50037236","진영헤어","063-272-3832","전라북도 전주시 덕진구 팔달로 339-0","","54936","35.8308063","127.1386511","09","아동안전지킴이집","","",""
"9537","50035623","진용종합무술관","031-445-6644","경기도 안양시 만안구 안양로 386-0,2층","2층","13990","37.4053987","126.9162617","09","아동안전지킴이집","","",""
"9538","50041143","진우아동종합복지관","055-345-9975","경남 김해시 진영읍 여래리 271-1","","621--80","35.2918128","128.7383909","22","아동복지시설","","",""
"9539","50019384","진원지역아동센터","070-7720-2772","전라남도 장성군 산정길 3-0","","57244","35.2625791","126.8211302","09","아동안전지킴이집","","",""
"9540","50032773","진원체육관","031-964-1120","경기도 고양시 일산동구 사리현동","","410-530","37.6961362","126.8451769","09","아동안전지킴이집","","",""
"9541","50030639","진이문구","061-665-7438","전라남도 여수시 하멜로 36-0","","550-050","34.7402738","127.7439589","09","아동안전지킴이집","","",""
"9542","50040311","진인실비노인요양원","031-958-3043","경기도 파주시 파평면 늘노리 167-7","","413--88","37.9301611","126.8555282","23","노인복지시설","","",""
"9543","50013114","진종합집수리","02-893-7705","서울시 금천구 시흥5동  935-27","","153-860","37.4488045","126.9047636","09","아동안전지킴이집","","",""
"9544","50038110","진주공부방","032-577-2728","인천광역시 서구 신진말로33번길 8-15,2층","2층","22816","37.4941925","126.6802288","09","아동안전지킴이집","","",""
"9545","50034661","진주중화요리","031-745-2587","경기도 성남시 중원구 산성대로448번길 10-0","","13168","37.4512254","127.1609595","09","아동안전지킴이집","","",""
"9546","50000033","진짱세탁","033-244-9254","춘천시 효자3동  758-3","","200-950","37.8781463","127.7412521","09","아동안전지킴이집","","",""
"9547","50037187","진천유치원","053-638-1290","대구광역시 달서구 진천동,상화로9길 15","상화로9길 15","42777","35.8088952","128.5191903","09","아동안전지킴이집","","",""
"9548","50006756","진하우리약국","052-238-8677","울산광역시 울주군 진하길 6-0","","45013","35.3843763","129.3415355","09","아동안전지킴이집","","",""
"9549","50034368","진학사 문구","054-231-4493","경상북도 포항시 북구 우창동로 1-0,신동아1차 상가 107호","신동아1차 상가 107호","37639","36.05557","129.3602715","09","아동안전지킴이집","","",""
"9550","50022729","진해우체국","055-542-0002","경상남도 창원시 진해구 백구로 40-0,진해우체국","진해우체국","51678","35.1489935","128.6604276","09","아동안전지킴이집","","",""
"9551","50000257","진헤어","033-744-3572","원주시 태장2동 973-21 상록프라자101호","","220-961","37.3743929","127.952362","09","아동안전지킴이집","","",""
"9552","50037377","진헤어","063-452-3995","전라북도 군산시 바르메길 32-0","","54065","35.957247","126.795918","09","아동안전지킴이집","","",""
"9553","50022108","진헤어","055-248-2512","경남 창원시 마산합포구 추산동 41-5","","631-130","35.2069412","128.5708595","09","아동안전지킴이집","","",""
"9554","50043355","진흥 경희대 태권도","031-448-8586","경기도 안양시 만안구 안양천서로 357-0,한양 수자인 아파트 상가 104호","한양 수자인 아파트 상가 104호","13993","37.4048575","37.4048575","09","아동안전지킴이집","","",""
"9555","50004139","진흥마트","032-462-5015","인천시 남동구 만수6동 1104-15","","405-869","37.4441908","126.7409904","09","아동안전지킴이집","","",""
"9556","50035193","진흥하이츠마트","063-243-5581","전라북도 전주시 덕진구 안덕원1길 30-0","","54912","35.8408879","127.1648982","09","아동안전지킴이집","","",""
"9557","50000272","집현전문구","033-743-6646","원주시 단계동 123-9","","220-935","37.355037","127.933286","09","아동안전지킴이집","","",""
"9558","50043315","집현전문구 석사점","033-262-5131","강원도 춘천시 퇴계농공로 8-0","","24414","37.8525632","37.8525632","09","아동안전지킴이집","","",""
"9559","50031074","징검다리 장애아동단기보호센터","032-886-6683","인천광역시 남구 석정로102번길 11-0","","402-813","37.4675842","126.6474622","13","전국보호시설","","",""
"9560","50022531","징유24시      열쇠도장","055-323-0061","경상남도 김해시 월산로 28-0","","50982","35.2011274","128.8082596","09","아동안전지킴이집","","",""
"9561","50019757","짝궁상회","061-782-5117","전라남도 구례군 화엄사로 123-0","","542-851","35.2209421","127.4858864","09","아동안전지킴이집","","",""
"9562","50034481","짱 문구","054-776-2228","경상북도 경주시 알천북로249번길 17-0,586-20","586-20","38111","35.8488283","129.2269145","09","아동안전지킴이집","","",""
"9563","50034919","짱구네슈퍼","043-732-5711","충청북도 옥천군 지전1길 39-0","","29013","36.3472354","127.7919753","09","아동안전지킴이집","","",""
"9564","50040816","짱문구","041-634-8242","충청남도 홍성군 홍장북로 435-0,짱문구","짱문구","32239","36.5934965","126.6683962","09","아동안전지킴이집","","",""
"9565","50020207","짱문구","054-745-4694","경상북도 경주시 금장5길 34-15","","","35.8707561","129.2046634","09","아동안전지킴이집","","",""
"9566","50040746","짱문구센타","054-751-2766","경상북도 경주시,건천읍 내서로 1095","건천읍 내서로 1095","","35.8566072","129.2241781","09","아동안전지킴이집","","",""
"9567","50038259","쭈노떡볶이(마석점)","031-511-4548","경기도 남양주시 화도읍 묵현리,70-3","70-3","12158","37.6622807","127.3024439","09","아동안전지킴이집","","",""
"9568","50042372","쭈쭈슈퍼","02-2690-2577","서울 양천구 화곡로8길8","","","","","09","아동안전지킴이집","","",""
"9569","50042312","쭈쭈슈퍼","02-2690-2577","서울 양천구 화곡로8길8","","","","","09","아동안전지킴이집","","",""
"9570","50014714","쭈쭈슈퍼","02-2690-2577","서울특별시 양천구 화곡로8길 8-0,쭈쭈슈퍼","쭈쭈슈퍼","07904","37.5387156","37.5387156","09","아동안전지킴이집","","",""
"9571","50037533","쭌이네할인매장","--","경상남도 창원시 의창구 도계동,323-3 목화빌라 102호","323-3 목화빌라 102호","51163","35.2604507","128.6390538","09","아동안전지킴이집","","",""
"9572","50035094","차관마트","061-277-0894","전라남도 목포시 터진목로19번길 2-0,1662","1662","58713","34.8049024","34.8049024","09","아동안전지킴이집","","",""
"9573","50019293","차미례 미용실","061-554-7492","전라남도 완도군 금일로 415-0","","59140","34.3493451","127.0318075","09","아동안전지킴이집","","",""
"9574","50033569","차부상회","043-832-2549","충청북도 괴산군 읍내로 131-0","","367-804","36.7979949","127.7838265","09","아동안전지킴이집","","",""
"9575","50043784","차부상회","--","강원특별자치도 원주시,북원로 109","북원로 109","","37.3392351","37.3392351","09","아동안전지킴이집","","",""
"9576","50018943","차사랑마스터","063-433-1806","전라북도 진안군 진무로 959-0","","55438","35.7819972","127.424835","09","아동안전지킴이집","","",""
"9577","50039336","차상명행정사사무소","031-373-0114","경기도 오산시 수청로 31-0,차상명행정사사무소","차상명행정사사무소","","37.172825","37.172825","09","아동안전지킴이집","","",""
"9578","50043485","차수학앤SM영어학원","--","경상남도 거제시 장평2로2길 29-0","","53270","34.8872293","34.8872293","09","아동안전지킴이집","","",""
"9579","50019350","차이나왕짬뽕","061-394-0041","전라남도 장성군 주산1길 62-0","","57238","35.2550473","35.2550473","09","아동안전지킴이집","","",""
"9580","50037777","차황우체국","--","경상남도 산청군 친환경로 3582-0","","52208","35.4631578","127.9280753","09","아동안전지킴이집","","",""
"9581","50038101","착한과일","062-651-9100","광주광역시 남구 봉선로51번길 9-0","","61692","35.129067","35.129067","09","아동안전지킴이집","","",""
"9582","50033546","착한마트","070-8223-2138","충청북도 청주시 흥덕구 가경동,1488-17번지","1488-17번지","361-802","36.6220161","127.4383676","09","아동안전지킴이집","","",""
"9583","50010185","착한문구","--","경기도 하남시 역말로 68-0","","12978","37.5375152","127.2032293","09","아동안전지킴이집","","",""
"9584","50019879","착한슈퍼","061-534-5687","전라남도 해남군 삼산면 구림리 산,산 8-7","산 8-7","","34.4763366","126.6140143","09","아동안전지킴이집","","",""
"9585","50035257","착한폰","042-242-3300","대전광역시 중구 대종로 696-0","","301-840","36.3414727","127.4101659","09","아동안전지킴이집","","",""
"9586","50010286","참다운어린이집","031-879-8565","경기도 의정부시 비우로99번길 12-0","","","37.7589927","127.0381052","09","아동안전지킴이집","","",""
"9587","50003042","참마트","053-522-5969","대구광역시 서구 국채보상로75길 8-0","","41799","35.8730812","128.5721661","09","아동안전지킴이집","","",""
"9588","50020301","참마트 죽도점","054-275-2500","경상북도 포항시 북구 중흥로225번길 30-0","","37751","36.0251458","129.356187","09","아동안전지킴이집","","",""
"9589","50042047","참마트상봉점","--","경상남도 진주시 진주성로 100-0","","52748","35.1986177","128.0759936","09","아동안전지킴이집","","",""
"9590","50012110","참머리사랑","02-941-4398","서울특별시 성북구 월계로38길 21-0","","02758","37.621318","127.0471543","09","아동안전지킴이집","","",""
"9591","50040643","참빛요양원","061-453-9900","전남 무안군 운남면 내리 1005-32","","534--86","34.9643787","126.2972326","23","노인복지시설","","",""
"9592","50040497","참사랑복지재단","041-356-0518","충남 당진군 면천면 죽동리 138-2","","343--88","36.8574256","126.6560825","23","노인복지시설","","",""
"9593","50040570","참사랑실비노인요양원","063-857-9957","전북 익산시 평화동 342-19","","570--01","35.9344795","126.940042","23","노인복지시설","","",""
"9594","50003323","참사랑약국","053-939-7377","대구 북구 산격1동  799-3","","702-846","35.896566","128.5951431","09","아동안전지킴이집","","",""
"9595","50036508","참사랑약국","043-645-2558","충청북도 제천시 고명로1길 17-0","","27134","37.1239096","128.2259963","09","아동안전지킴이집","","",""
"9596","50034452","참사랑할인마트","042-224-5599","대전광역시 중구 목동로 68-0","","301-808","36.336577","127.4061258","09","아동안전지킴이집","","",""
"9597","50039232","참사랑헤어샵","061-282-3686","전라남도 목포시 비파로 139-0,참사랑헤어샵","참사랑헤어샵","58660","34.8096251","126.4213789","09","아동안전지킴이집","","",""
"9598","50043748","참새방앗간(임기분식)","--","경상남도 양산시 신명로 87-0","","50544","35.3864209","35.3864209","09","아동안전지킴이집","","",""
"9599","50042081","참약사약국","02-943-1226","서울특별시 성북구 종암로 122-0,시원빌딩 103호","시원빌딩 103호","02797","37.6011807","37.6011807","09","아동안전지킴이집","","",""
"9600","50008953","참이슬문구","031-317-8957","경기도 시흥시 연성로29번길 32-0 참이슬문구","","14976","37.3943996","126.806162","09","아동안전지킴이집","","",""
"9601","50042299","참조은 할인마트","02-2691-7656","서울 양천구 남부순환로 40길 37","","","","","09","아동안전지킴이집","","",""
"9602","50042359","참조은 할인마트","02-2691-7656","서울 양천구 남부순환로 40길 37","","","","","09","아동안전지킴이집","","",""
"9603","50020145","참조은약국","054-776-8275","경상북도 경주시 황성로 15-0","","38084","35.8648898","129.213521","09","아동안전지킴이집","","",""
"9604","50018267","참조은약국","063-471-6755"," 군산시 지곡동 555-2","","573-390","35.9558084","126.7112068","09","아동안전지킴이집","","",""
"9605","50041744","참조은약국","032-876-5025","인천광역시 미추홀구 제일로 38-0","","22153","37.4585547","126.6743901","09","아동안전지킴이집","","",""
"9606","50042631","참조은할인마트","02-2691-7656","서울특별시 양천구 남부순환로40길 37-0,참조은 할인마트","참조은 할인마트","07912","37.5339203","37.5339203","09","아동안전지킴이집","","",""
"9607","50031733","참좋은쌀가게","033-637-6023","강원도 속초시 조양동,1490-186","1490-186","217-812","38.1865605","128.6022084","09","아동안전지킴이집","","",""
"9608","50015045","창5동우체국","02-992-4903","서울특별시 도봉구 창동,327","327","132-908","37.6517903","127.0426401","09","아동안전지킴이집","","",""
"9609","50040314","창강요양원","031-881-1211","경기도 여주군 가남면 삼승리 302-3","","469--88","37.176047","127.624092","23","노인복지시설","","",""
"9610","50023128","창녕여중고병설유치원","055-532-1589","경상남도 창녕군 신당길 17-0","","50327","35.5412275","35.5412275","09","아동안전지킴이집","","",""
"9611","50016209","창리마트","043-542-0442","충청북도 보은군 내북면 창리,55-2","55-2","","36.577935","127.6621202","09","아동안전지킴이집","","",""
"9612","50023301","창선우체국","055-867-1001","경상남도 남해군 창선로 112-0","","52453","34.858755","34.858755","09","아동안전지킴이집","","",""
"9613","50022971","창성문구","055-355-7210"," 경남 밀양시 내이동  602-13","","","35.5015751","128.7525628","09","아동안전지킴이집","","",""
"9614","50042235","창수당","","서울 영등포구 도영로 46","","","","","09","아동안전지킴이집","","",""
"9615","50042170","창수당","","서울 영등포구 도영로 46","","","","","09","아동안전지킴이집","","",""
"9616","50021358","창수우체국","054-732-6002","경북 영덕군 창수면 신기리 43-4","","766-871","36.5454265","129.3486574","09","아동안전지킴이집","","",""
"9617","50040021","창신당","--",",서울 종로구 지봉로 65-2","서울 종로구 지봉로 65-2","","0.0","0.0","09","아동안전지킴이집","","",""
"9618","50000201","창신당금은방","033-534-2718","강원도 강릉시 현내시장길 67-0","","","37.609644","129.0358506","09","아동안전지킴이집","","",""
"9619","50003783","창신홈마트","053-638-7978"," 대구 달성군 화원읍 천내리  118","","711-761","35.808447","128.4994584","09","아동안전지킴이집","","",""
"9620","50002271","창음사복사집","051-741-6489"," 부산 해운대구 우1동 389-4","","612-819","35.1685013","129.1566629","09","아동안전지킴이집","","",""
"9621","50035374","창의나라어린이집","053-248-8845","대구광역시 중구 대봉로 228-9","","41954","35.8591464","128.6017833","09","아동안전지킴이집","","",""
"9622","50038545","창의마을유치원","031-395-0020","경기도 군포시 용호1로2번안길 2-0,창의마을유치원","창의마을유치원","15871","37.3437111","126.9390097","09","아동안전지킴이집","","",""
"9623","50021008","창작공방","054-532-2655","경북 상주시 서문동  125-3","","","36.41678","128.1584973","09","아동안전지킴이집","","",""
"9624","50043767","채라헤어","055-336-7055","경상남도 김해시 분성로390번길 41-0","","50922","35.2307108","35.2307108","09","아동안전지킴이집","","",""
"9625","50043205","채움 부동산","032-584-1123","인천광역시 서구 율도로 79-0","","22782","37.513622","37.513622","09","아동안전지킴이집","","",""
"9626","50031199","책과문구월드","02-914-4435","서울특별시 성북구 정릉동,166-22","166-22","136-845","37.6045318","127.0131773","09","아동안전지킴이집","","",""
"9627","50043116","책나무숙천독서학원","053-202-4006","대구광역시 동구 메디밸리로12길 30-0","","41071","35.8762045","35.8762045","09","아동안전지킴이집","","",""
"9628","50036671","책방거듭나기","042-863-1001","대전광역시 유성구 전민동,348-14","348-14","34052","36.3982658","127.400473","09","아동안전지킴이집","","",""
"9629","50039178","책사랑문구","055-232-8865","경상남도 창원시 마산회원구 중리상곡로 49-0","","51229","35.2455088","128.5069595","09","아동안전지킴이집","","",""
"9630","50034015","책사랑서점","052-296-4611","울산광역시 중구 내황10길 10-0,반구동","반구동","44505","35.5542543","129.3432462","09","아동안전지킴이집","","",""
"9631","50035426","책이랑 팬사랑","063-228-5385","전라북도 전주시 완산구 우전2길 23-2","","55058","35.8064944","127.1072691","09","아동안전지킴이집","","",""
"9632","50036987","처갓집통닭","043-853-9191","충청북도 충주시 강수로 351-8","","27442","37.0435764","127.9275901","09","아동안전지킴이집","","",""
"9633","50014963","처음만난피아노","02-2688-4055","서울 구로구 개봉3동 315-9","","152-815","37.4822651","126.8521176","09","아동안전지킴이집","","",""
"9634","50006673","척과보건진료소","052-211-2373","울산광역시 울주군 척과로 14-0","","44917","35.610509","129.2790239","09","아동안전지킴이집","","",""
