"serial_no","place_name","phone_number","address","zip_code","sigungu","sido"
"50019699","주공마트","061-863-4290","전라남도 장흥군 북부로 62-0","529-801","장흥군","전남"
"50015926","주공마트","043-881-8677","충북 음성군 맹동면 쌍정리 131-1","369-811","음성군","충북"
"50020841","주공마트","054-633-5842","경상북도 영주시 가흥로 317-9 3단지 상가","36057","영주시","경북"
"50015478","주공마트","043-298-2319","충청북도 청주시 서원구 월평로 23-0","28791","청주시","충북"
"50032104","주공마트 정육점","063-852-1001","전라북도 익산시 동서로 326-9","54628","익산시","전북"
"50022830","주공슈퍼","055-835-1322","사천시 벌리동 259","664-705","사천시","경남"
"50023127","주공슈퍼","055-532-8202","경상남도 창녕군 말흘5길 35-0","50331","창녕군","경남"
"50033721","주공슈퍼","051-335-8477","부산광역시 북구 만덕1로 41-13","46561","부산광역시","부산"
"50015803","주공슈퍼마켓","043-643-6918","충북 제천시 하소동 82","390-752","제천시","충북"
"50016124","주공아파트 관리사무소","043-422-3086","충청북도 단양군 상진1로 13-0","27013","단양군","충북"
"50007722","주공중앙슈퍼","031-392-6769","경기도 군포시 번영로 387-0 5단지 상가 103호","15869","군포시","경기"
"50032105","주공코사마트","063-841-6881","전라북도 익산시 동천로7길 26-1","54612","익산시","전북"
"50000615","주공하이마트","033-562-8519","강원도 정선군 정선로 1182-1","233-807","정선군","강원"
"50015302","주공할인마트","043-264-6290","충청북도 청주시 흥덕구 봉명동 1602번지","361-759","청주시","충북"
"50018918","주공할인마트","--","전라북도 순창군 경천1로 100-0","56049","순창군","전북"
"50015812","주공희영마트","043-642-3343","충청북도 제천시 죽하로 26-0","27149","제천시","충북"
"50043533","주동마트","--","김해시 대동로 284","","김해시","경남"
"50001576","주례슈퍼","051-416-6637","부산광역시 영도구 대교로2번길 45-0","49005","부산광역시","부산"
"50037670","주민약국","02-445-2851","서울특별시 강남구 일원동 683","06343","서울특별시","서울"
"50000665","주봉쉼터","033-434-4964","강원도 홍천군 홍천로 718-0","250-802","홍천군","강원"
"50013365","주부슈퍼","02-856-3297","서울특별시 관악구 난곡로63가길 1-0","08771","서울특별시","서울"
"50019900","주사랑지역아동센터","061-532-4413","전남 해남군 산이면 초송리 186-4","","해남군","전남"
"50043154","주선생S학원","--","세종특별자치시 세종시 북촌2길 6-0","30004","세종특별자치시","세종"
"50037584","주선생s학원","041-863-0979","세종특별자치시 세종시 북촌2길 6-0","30004","세종특별자치시","세종"
"50016078","주성종합약국","043-834-8334","충청북도 괴산군 괴강로 19-0","367-805","괴산군","충북"
"50034302","주안우체국(9-2)","032-862-2005","인천광역시 남구 제일로 32-0","402-809","인천광역시","인천"
"50031064","주안해피타운","032-432-2070","인천광역시 남구 주승로 129-0","402-849","인천광역시","인천"
"50037315","주영마트","02-995-3398","서울특별시 강북구 수유동 356-44","01033","서울특별시","서울"
"50019581","주영슈퍼","061-335-8989","전남 나주시 왕곡면 덕산리  590-24","520-881","나주시","전남"
"50014028","주영헤어","02-2631-4319","서울특별시 영등포구 영등포동8가 4","150-038","서울특별시","서울"
"50042220","주영헤어클럽","","서울 영등포구 국회대로53길7","","영등포구","서울"
"50042155","주영헤어클럽","","서울 영등포구 국회대로53길7","","영등포구","서울"
"50017022","주원약국","041-741-4377","논산시 연무읍 안심리 1-79","","논산시","충남"
"50001066","주원약국","064-752-2321","제주시 이도2동 1026-12","690-826","제주시","제주"
"50000589","주천약국","033-372-7755","영월군 주천면  주천리 1239-6","","영월군","강원"
"50034322","주천현대마트","063-433-6678","전라북도 진안군 주천면 주양리 436-1","","진안군","전북"
"50019157","죽곡농협하나로마트","061-363-8734","전남 곡성군 죽곡면 태평리 398-2","516-832","곡성군","전남"
"50003844","죽곡아너스어린이집","053-586-4416","대구광역시 달성군 왕선로 26-0 죽곡하우젠트아너스빌아파트 102동 102호","42914","대구","대구"
"50019156","죽곡약방","061-362-4509","전남 곡성군 죽곡면 태평리 401-5","516-832","곡성군","전남"
"50003850","죽곡어린이집","053-585-5432","대구 달성군 다사읍 죽곡리 197","711-815","대구","대구"
"50019148","죽림어린이집","061-362-5108","전남 곡성군 옥과면 죽림리 118-4","","곡성군","전남"
"50021371","죽변우체국","054-783-7205","경북 울진군 죽변면 죽변리 36-4","767-812","울진군","경북"
"50005508","준마트","062-521-3101","광주 북구 풍향동  555-1","500-880","북구","광주"
"50020553","준베이커리","053-802-0045","경북 경산시 사동 669-2","712-190","경산시","경북"
"50001968","준앤쭌","051-643-0296","부산광역시 남구 고동골로 86-46 102호","48409","부산광역시","부산"
"50042806","준하우스","043-847-7536","충청북도 충주시 세성로 50-0","27493","충주시","충북"
"50036248","준할인마트","053-551-3390","대구광역시 달서구 와룡로45길 16-0","42632","대구","대구"
"50000889","중국성","033-458-5993","강원도 철원군 하오재로 2080-0","269-852","철원군","강원"
"50006804","중남문구","052-264-8766","울산광역시 울주군 중남2길 2-0","44953","울산광역시","울산"
"50019770","중동구판장","061-783-1333","전라남도 구례군 상관1길 19-0","542-835","구례군","전남"
"50003466","중동어린이집","053-767-8555","대구광역시 수성구 중동 316","706-838","대구","대구"
"50005963","중리어린이집","042-672-8900","대전시 대덕구 중리동 252-13","306-826","대전시","대전"
"50031174","중리할인마트","042-632-9281","대전광역시 대덕구 중리동 375-10","306-827","대전광역시","대전"
"50012157","중림알뜰슈퍼","02-392-8896","서울 중구 중림동 393-1","100-859","중구","서울"
"50020528","중림약국","053-856-6070","경북 경산시 진량읍 북리 122-6","712-835","경산시","경북"
"50017277","중명슈퍼","041-353-6390","충남 당진군 송산면 유곡리 219-10","343-835","당진군","충남"
"50017806","중묵슈퍼","041-943-4018","충청남도 청양군 중묵운곡로 1-0","","청양군","충남"
"50034447","중부할인마트","032-772-3225","인천광역시 중구 자유공원로 24-1","400-190","인천광역시","인천"
"50007383","중앙공원 매점","031-388-6377","경기도 안양시 동안구 관평로 149-0 중앙공원 내","14067","안양시","경기"
"50015791","중앙공원매표소","043-647-3944","충북 제천시 중앙로2가  26-1","390-012","제천시","충북"
"50039587","중앙광정태권도장","--","경기도 의정부시 의정부동 2층","11690","의정부시","경기"
"50017829","중앙노트사","063-272-8588","전주시 완산구 태평동 35-15","560-080","전주시","전북"
"50000735","중앙당약국","033-335-7133","강원도 평창군 진부중앙로 75-0","25325","평창군","강원"
"50043474","중앙떡방앗간","--","경상남도 거제시 서문로3길 11-0","53252","거제시","경남"
"50023418","중앙루","055-582-2963","경상남도 함안군 대산면 구혜리 243-2(대산중앙로177)","637-911","함안군","경남"
"50019892","중앙마트","061-535-0362","전남 해남군 송지면 산정리 760-12","536-923","해남군","전남"
"50019289","중앙마트","061-553-8974","전라남도 완도군 약산로 379-0","","완도군","전남"
"50000758","중앙마트","033-343-0667","강원도 횡성군 북천로 7-0 중앙유통(중앙마트)","225-805","횡성군","강원"
"50036892","중앙마트","-638-5840","경상남도 거제시 중곡로2길 56-1 대동피렌체 아파트 상가 중앙마트","53248","거제시","경남"
"50000202","중앙마트","033-534-2070","강원도 강릉시 현내시장길 69-1","210-834","강릉시","강원"
"50030744","중앙마트","061-686-6579","전라남도 여수시 율촌로 81-0","556-892","여수시","전남"
"50034534","중앙마트","--","대구광역시 수성구 사월동 423","706-160","대구","대구"
"50018729","중앙마트문구","063-291-2884","전라북도 완주군 역참로 123-0","55340","완주군","전북"
"50005597","중앙문구","062-941-0539","광주광역시 광산구 어등대로653번길 89-0","62389","광주광역시","광주"
"50003428","중앙문구","053-746-1662","대구 수성구 만촌1동 430-14","706-804","대구","대구"
"50018877","중앙문구","063-642-5598","전북 임실군 오수면 오수리  363-2","566-895","임실군","전북"
"50037774","중앙문구","061-356-3225","전라남도 영광군 상하길 85-0","57004","영광군","전남"
"50037921","중앙문구","--","강원도 원주시 단구동 131-25","26451","원주시","강원"
"50034785","중앙문구마트","070-8841-7951","전라북도 김제시 동서로 207-0","54391","김제시","전북"
"50015813","중앙문구사","043-643-0379","충청북도 제천시 고암로1길 1-0","27147","제천시","충북"
"50019079","중앙문구사","061-353-3821","전라남도 영광군 영광읍 백학리 256-3","57036","영광군","전남"
"50000264","중앙물류","033-746-4461","원주시 단계동 900-4","220-939","원주시","강원"
"50021546","중앙사진관","054-682-1114","경북 영양군 영양읍 서부리 325-1","764-806","영양군","경북"
"50038361","중앙상회","061-686-2717","전라남도 여수시 화양로 322-0","59780","여수시","전남"
"50020513","중앙상회","053-815-6603","경북 경산시 중방동 321-33","","경산시","경북"
"50017081","중앙서림","041-855-3714","충청남도 공주시 신관동 258-43","314-803","공주시","충남"
"50016074","중앙서림-알파문구","043-832-1516","충청북도 괴산군 읍내로2길 57-0 667-16","","괴산군","충북"
"50019135","중앙서점","061-362-0686","전남 곡성군 곡성읍 읍내리 305","516-804","곡성군","전남"
"50016125","중앙서점","043-422-2475","충청북도 단양군 삼봉로 303-1","27010","단양군","충북"
"50018833","중앙세탁소","063-584-4365","전라북도 부안군 서외길 33-1","56309","부안군","전북"
"50018810","중앙수퍼","063-562-7551","전북 고창군 공음면 칠암리 606-1","585-874","고창군","전북"
"50015531","중앙슈퍼","043-225-9501","충청북도 청주시 상당구 낭성시내길 13-0","28193","청주시","충북"
"50019954","중앙슈퍼","061-852-5236","전남 보성군 복내면 복내리  152-제주","","보성군","전남"
"50023422","중앙슈퍼","055--","경상남도 함안군 칠서면 이룡리 1028-3(삼칠로1318)","637-943","함안군","경남"
"50016188","중앙슈퍼","043-542-3650","충북 보은군 마로면 세중리  611-5","376-851","보은군","충북"
"50015864","중앙슈퍼","043-653-0130","충청북도 제천시 미륵송계로6길 29-0","27226","제천시","충북"
"50036913","중앙슈퍼","--","강원도 삼척시 가곡천로 1463-4 중앙슈퍼","25954","삼척시","강원"
"50019799","중앙슈퍼","061-763-1614","전남 광양시 봉강면 봉당리 721-1","545-811","광양시","전남"
"50012522","중앙슈퍼","02-779-3479","서울 용산구 후암동  281-1","140-190","용산구","서울"
"50042274","중앙슈퍼","041-543-3934","충청남도 아산시 송악로 799-0","31557","아산시","충남"
"50017576","중앙슈퍼","041-952-4068","충남 서천군 문산면 신농리  60-5","325-922","서천군","충남"
"50000781","중앙슈퍼","033-342-9065","강원도 횡성군 청정로 281-0","225-843","횡성군","강원"
"50042772","중앙슈퍼","043-542-9029","충청북도 보은군 회인로1길 2-0","28929","보은군","충북"
"50035306","중앙슈퍼","--","인천광역시 옹진군 영흥로 366-0","","인천광역시","인천"
"50005826","중앙식당","042-273-6501","대전시 동구 대성동 317-5","300-210","대전시","대전"
"50034191","중앙식당","--","전라북도 순창군 매우길 1-0","595-851","순창군","전북"
"50018645","중앙식당","063-631-7039","전라북도 남원시 택내길 6-0","55786","남원시","전북"
"50021561","중앙식육식품","054-682-9033","경상북도 영양군 수비면 발리리","36522","영양군","경북"
"50040313","중앙실비요양원","031-291-2188","경기도 수원시 권선구 오목천동 747-1","441--35","수원시","경기"
"50015785","중앙안경","043-646-1321","충청북도 제천시 숭문로20길 32-0","27165","제천시","충북"
"50016050","중앙약국","043-836-3684","충청북도 증평군 광장로 107-2","368-901","증평군","충북"
"50042132","중앙약국","052-266-9965","울산광역시 남구 신정로148번길 50-0","44686","울산광역시","울산"
"50041796","중앙약국","051-413-6190","부산광역시 기장군 정관4로 38-0","46015","부산광역시","부산"
"50032285","중앙약국","043-742-2524","충청북도 영동군 추풍령로 496-0","29120","영동군","충북"
"50037818","중앙약국","054-336-5566","경상북도 영천시 금호로 105-1","38877","영천시","경북"
"50036186","중앙약국","052-296-9418","울산광역시 중구 학성4길 72-0","44518","울산광역시","울산"
"50037926","중앙약국","032-546-4111","인천광역시 계양구 병방로 17-0 제일빌딩 1층","21028","인천광역시","인천"
"50019020","중앙약국","063-323-0030","전북 무주군 안성면 장기리 1511-3","568-845","무주군","전북"
"50019262","중앙약국","061-452-6107","전남 무안군 해제면 양매리 866-1","534-874","무안군","전남"
"50019595","중앙약국","061-832-2166","고흥군 고흥읍 남계리 969-3","","고흥군","전남"
"50018807","중앙약국","063-562-7700","전라북도 고창군 대성로 235-0","56468","고창군","전북"
"50040219","중앙양로원","031-291-2188","경기도 수원시 권선구 오목천동 747-1","441--35","수원시","경기"
"50035163","중앙양품","--","경상북도 문경시 농암길 47-0","745-872","문경시","경북"
"50043477","중앙음악학원","--","경상남도 거제시 국산6길 20-0","53220","거제시","경남"
"50000104","중앙전업사","033-241-2864","강원도 춘천시 근화동","24276","춘천시","강원"
"50018680","중앙주유소","063-543-5140","전라북도 김제시 봉남로 507-0","54356","김제시","전북"
"50031952","중앙지역아동센터","061-392-8647","전라남도 장성군 황토단감로 6-0","57249","장성군","전남"
"50036149","중앙파랑새지역아동센터","041-553-8292","충청남도 천안시 서북구 노태산로 21-0","31098","천안시","충남"
"50019613","중앙팬시코아","061-832-9350","전라남도 고흥군 고흥로 2981-1","59511","고흥군","전남"
"50012038","중앙하이츠관리사무소","02-957-9667","서울특별시 성북구 한천로76길 73-0","","서울특별시","서울"
"50004608","중앙하이퍼","032-547-2737","인천광역시 계양구 작전동 857","407-823","인천광역시","인천"
"50008742","중앙하이퍼마켓","031-409-0948","경기도 안산시 상록구 후곡3길 18-0 (사동)","426-823","안산시","경기"
"50031251","중앙할인마트","042-585-3069","대전광역시 중구 문화로105번길 30-0","301-837","대전광역시","대전"
"50023299","중앙할인마트","055-862-9025","경상남도 남해군 남서대로 777-2 1378-1","","남해군","경남"
"50016987","중앙화원","041-736-3800","논산시 강산동 645","320-010","논산시","충남"
"50005962","중원어린이집","042-628-9310","대전시 대덕구 중리동 373-7","306-827","대전시","대전"
"50036116","중장마트","041-673-5712","충청남도 태안군 안면대로 3491-0","","태안군","충남"
"50012140","중화서적","02-777-0090","서울특별시 중구 남대문로 52-5","04535","서울특별시","서울"
"50038170","중흥마트 나들가게","031-559-4952","경기도 남양주시 평내동 608 중흥상가","12227","남양주시","경기"
"50017254","중흥문구사","041-358-8300","충청남도 당진군 송악읍 중흥리 375-39","343-826","당진군","충남"
"50030193","중흥슈퍼","061-432-9896","전라남도 강진군 백금포길 7-0","59224","강진군","전남"
"50001882","쥬시팜","051-809-8526","부산광역시 부산진구 동성로 28-0","47310","부산광역시","부산"
"50043324","쥬씨&amp;차얌 광장점","02-453-5523","서울특별시 광진구 아차산로 537-17 상가동 1층 2호","04983","서울특별시","서울"
"50017892","즐거운네오다다","063-271-1982","전주시 완산구 서신동 763-1","560-795","전주시","전북"
"50011951","즐거운약국","02-714-7588","서울특별시 마포구 큰우물로 53-0 네이버타운 106호","04154","서울특별시","서울"
"50037835","즐거운약국","032-574-1651","인천광역시 서구 원당대로 581-0 하이마트검단롯데마트점 마전동 롯데마트 2층","22637","인천광역시","인천"
"50034152","즐겨찾기 문구","033-252-0463","강원도 춘천시 춘주로 147-0 10-13","200-945","춘천시","강원"
"50015296","증안문구점","043-231-1765","충청북도 청주시 흥덕구 복대동 2611번지","28416","청주시","충북"
"50016046","증평 우리약국","043-838-8570","충청북도 증평군 중앙로 218-0","368-905","증평군","충북"
"50016044","증평 이상약국","043-836-5447","충청북도 증평군 광장로 121-1","368-901","증평군","충북"
"50016033","증평농협도안지점하나로마트","043-836-8032","충청북도 증평군 연암길 9-0","368-811","증평군","충북"
"50023333","지곡분식","055-962-0463","경상남도 함양군 병곡지곡로 963-1","50018","함양군","경남"
"50021569","지구사","054-383-3398","경북 군위군 군위읍 서부리 26-1","716-804","군위군","경북"
"50037730","지나피아노의숲음악학원","055-649-3501","경상남도 통영시 벽방1길 4-0","53008","통영시","경남"
"50037839","지니헤어","053-641-6533","대구광역시 달서구 대곡동 1031","42826","대구","대구"
"50019689","지력산 건강원","061-542-0333","전라남도 진도군 인지인천2길 1-0","58950","진도군","전남"
"50020816","지례우체국","054-434-0700","경상북도 김천시 지례면 교리 548-1","740-931","김천시","경북"
"50003021","지묘동 교촌치킨","053-985-1003","대구광역시 동구 파계로 95-0","41002","대구","대구"
"50003018","지묘문구사","053-981-6289","대구광역시 동구 파계로22길 40-0","","대구","대구"
"50003494","지산문구랜드","053-782-9732","대구 수성구 지산동 1199","706-845","대구","대구"
"50004465","지성미용실","032-573-3006","인천 서구 신현동 280-4","404-832","서구","인천"
"50019677","지수종합슈퍼","061-543-6370","전라남도 진도군 지수길 47-5","58908","진도군","전남"
"50035153","지에스25편의점(옥산)","063-467-6225","전라북도 군산시 옥산면 옥산리 75-3","54176","군산시","전북"
"50035154","지에스25편의점(옥서)","063-468-7339","전라북도 군산시 옥구저수지로 220-0","","군산시","전북"
"50043402","지에스더프레시천안불당시티점","--","충청남도 천안시 서북구 공원로 176-0","31168","천안시","충남"
"50031311","지에스편의점 풍암원룸","062-654-0121","광주광역시 서구 풍암동 876-11","","광주광역시","광주"
"50019026","지은이네꽃집","061-473-0693","전라남도 영암군 교동로 40-0","526-805","영암군","전남"
"50010413","지인공인중개사","031-844-4989","양주시 광사동 192-3","","양주시","경기"
"50023459","지정반점","055-572-7873","경상남도 의령군 함의로 1519-0","52117","의령군","경남"
"50034478","지평편의점","--","경기도 양주시 율정동 121-2","482-150","양주시","경기"
"50021350","지품농협하나로마트","054-730-1458","경북 영덕군 지품면 신안리 175-9","766-863","영덕군","경북"
"50021349","지품우체국","054-732-9880","경상북도 영덕군 경동로 7159-0","766-863","영덕군","경북"
"50043991","지학사","02-330-5496","서울특별시 마포구 신촌로6길 5-0 지학사","04056","서울특별시","서울"
"50011445","지행온누리","031-864-1475","경기도 동두천시 지행로 59-0","11346","동두천시","경기"
"50012800","지현건재","02-597-1700","서울시 동작구 사당1동   1018-1","156-825","서울시","서울"
"50034035","지혜학원","031-533-8914","경기도 포천시 영중면 양문리 802-6 2층","487-883","포천시","경기"
"50001193","지호해물칼국수","064-712-3975","제주특별자치도 제주시 우정로11길 10-0","690-191","제주시","제주"
"50042075","지홍","02-433-4789","서울특별시 중랑구 송림길 126-0","02061","서울특별시","서울"
"50015361","직지태권도","043-233-4511","충청북도 청주시 흥덕구 비하동 75-53번지","361-825","청주시","충북"
"50043312","진가네곱창","--","경상남도 의령군 함의로 1519-1","52117","의령군","경남"
"50038787","진경문구","063-225-8846","전라북도 전주시 완산구 양지2길 11-15 11-15","55133","전주시","전북"
"50003954","진금당","032-887-4482","인천광역시 중구 연안부두로33번길 25-0","22348","인천광역시","인천"
"50030676","진남연쇄점","061-642-7463","전라남도 여수시 광무9길 1-0","550-801","여수시","전남"
"50015955","진로마트","043-877-6971","충북 음성군 감곡면 왕장리 527-5","369-851","음성군","충북"
"50035413","진마트","063-276-8055","전라북도 전주시 완산구 서곡6길 26-0","54956","전주시","전북"
"50021845","진마트","--","경북 청송군 진보면 진안리  384-28","763-816","청송군","경북"
"50004091","진마트(6-14)","032-428-6743","인천 남구 문학동 348-1","402-070","남구","인천"
"50020371","진문구사","054-281-6078","경북 포항시 남구 송도동 484-1","790-831","포항시","경북"
"50032998","진미부동산","02-2647-2288","서울특별시 양천구 목동동로 350-0 목동5단지아파트 B상가","158-755","서울특별시","서울"
"50042283","진미부동산","02-2647-2288","서울 양천구 목동동로 350  5단지 B상가","","양천구","서울"
"50042343","진미부동산","02-2647-2288","서울 양천구 목동동로 350  5단지 B상가","","양천구","서울"
"50043323","진반점","--","경상남도 창원시 진해구 용원중로 37-0 1층 진반점","51604","창원시","경남"
"50037231","진보마트","063-212-8880","전라북도 전주시 덕진구 신복1길 46-0","54845","전주시","전북"
"50032221","진보병원(정신보건시설)","054-874-7717","경상북도 청송군 진보면 후평리 66","763-813","청송군","경북"
"50019852","진상어린이집","061-772-3301","전라남도 광양시 섬거길 5-14","57707","광양시","전남"
"50032979","진생약국","02-2604-5029","서울특별시 양천구 곰달래로 20-0 225-17 진생약국","07924","서울특별시","서울"
"50042297","진생약국","02-2604-5029","서울 양천구 곰달래로 20","","양천구","서울"
"50042357","진생약국","02-2604-5029","서울 양천구 곰달래로 20","","양천구","서울"
"50040066","진성마트","--","서울특별시 은평구 연서로20길 16-0","03388","서울특별시","서울"
"50011141","진성슈퍼","031-566-7153","경기 구리시 수택동 503-12","471-822","구리시","경기"
"50017583","진성약국","041-952-2635","충청남도 서천군 서면 도둔리 1-0","","서천군","충남"
"50033233","진솔마트","055-772-6888","경상남도 진주시 진산로 675-0 금빛마을현대아파트 상가","52639","진주시","경남"
"50035224","진슈퍼(나들가게)","02-3492-9696","서울특별시 도봉구 도당로13다길 25-0","132-842","서울특별시","서울"
"50033283","진슈퍼(나들가게)","--","경상북도 구미시 임은동","730-130","구미시","경북"
"50005773","진실문구","042-282-9352","대전시 동구 대동  199-4","300-810","대전시","대전"
"50042001","진심약국","--","부산광역시 동구 중앙대로 313","","부산광역시","부산"
"50012763","진아문구","02-825-3943","서울특별시 동작구 대방동 393-62","06953","서울특별시","서울"
"50039526","진안문구","031-235-7674","경기도 화성시 병점4로 103-0","18393","화성시","경기"
"50002593","진양슈퍼","051-754-7439","부산시 수영구 망미2동 266-32","613-820","부산시","부산"
"50002661","진영문구사","051-868-8703","부산시 연제구 연산6동 2144-18","611-836","부산시","부산"
"50017928","진영서적문구","063-224-1265","전주시 완산구 평화동 1가 230-68","","전주시","전북"
"50043927","진영스넥","--","제주특별자치도 제주시 우정로15길 13-0 진영스넥","63070","제주시","제주"
"50037236","진영헤어","063-272-3832","전라북도 전주시 덕진구 팔달로 339-0","54936","전주시","전북"
"50035623","진용종합무술관","031-445-6644","경기도 안양시 만안구 안양로 386-0 2층","13990","안양시","경기"
"50041143","진우아동종합복지관","055-345-9975","경남 김해시 진영읍 여래리 271-1","621--80","김해시","경남"
"50019384","진원지역아동센터","070-7720-2772","전라남도 장성군 산정길 3-0","57244","장성군","전남"
"50032773","진원체육관","031-964-1120","경기도 고양시 일산동구 사리현동","410-530","고양시","경기"
"50030639","진이문구","061-665-7438","전라남도 여수시 하멜로 36-0","550-050","여수시","전남"
"50040311","진인실비노인요양원","031-958-3043","경기도 파주시 파평면 늘노리 167-7","413--88","파주시","경기"
"50013114","진종합집수리","02-893-7705","서울시 금천구 시흥5동  935-27","153-860","서울시","서울"
"50038110","진주공부방","032-577-2728","인천광역시 서구 신진말로33번길 8-15 2층","22816","인천광역시","인천"
"50034661","진주중화요리","031-745-2587","경기도 성남시 중원구 산성대로448번길 10-0","13168","성남시","경기"
"50000033","진짱세탁","033-244-9254","춘천시 효자3동  758-3","200-950","춘천시","강원"
"50037187","진천유치원","053-638-1290","대구광역시 달서구 진천동 상화로9길 15","42777","대구","대구"
"50006756","진하우리약국","052-238-8677","울산광역시 울주군 진하길 6-0","45013","울산광역시","울산"
"50034368","진학사 문구","054-231-4493","경상북도 포항시 북구 우창동로 1-0 신동아1차 상가 107호","37639","포항시","경북"
"50022729","진해우체국","055-542-0002","경상남도 창원시 진해구 백구로 40-0 진해우체국","51678","창원시","경남"
"50000257","진헤어","033-744-3572","원주시 태장2동 973-21 상록프라자101호","220-961","원주시","강원"
"50037377","진헤어","063-452-3995","전라북도 군산시 바르메길 32-0","54065","군산시","전북"
"50022108","진헤어","055-248-2512","경남 창원시 마산합포구 추산동 41-5","631-130","창원시","경남"
"50043355","진흥 경희대 태권도","031-448-8586","경기도 안양시 만안구 안양천서로 357-0 한양 수자인 아파트 상가 104호","13993","안양시","경기"
"50004139","진흥마트","032-462-5015","인천시 남동구 만수6동 1104-15","405-869","인천시","인천"
"50035193","진흥하이츠마트","063-243-5581","전라북도 전주시 덕진구 안덕원1길 30-0","54912","전주시","전북"
"50000272","집현전문구","033-743-6646","원주시 단계동 123-9","220-935","원주시","강원"
"50043315","집현전문구 석사점","033-262-5131","강원도 춘천시 퇴계농공로 8-0","24414","춘천시","강원"
"50031074","징검다리 장애아동단기보호센터","032-886-6683","인천광역시 남구 석정로102번길 11-0","402-813","인천광역시","인천"
"50022531","징유24시      열쇠도장","055-323-0061","경상남도 김해시 월산로 28-0","50982","김해시","경남"
"50019757","짝궁상회","061-782-5117","전라남도 구례군 화엄사로 123-0","542-851","구례군","전남"
"50034481","짱 문구","054-776-2228","경상북도 경주시 알천북로249번길 17-0 586-20","38111","경주시","경북"
"50034919","짱구네슈퍼","043-732-5711","충청북도 옥천군 지전1길 39-0","29013","옥천군","충북"
"50040816","짱문구","041-634-8242","충청남도 홍성군 홍장북로 435-0 짱문구","32239","홍성군","충남"
"50020207","짱문구","054-745-4694","경상북도 경주시 금장5길 34-15","","경주시","경북"
"50040746","짱문구센타","054-751-2766","경상북도 경주시 건천읍 내서로 1095","","경주시","경북"
"50038259","쭈노떡볶이(마석점)","031-511-4548","경기도 남양주시 화도읍 묵현리 70-3","12158","남양주시","경기"
"50042372","쭈쭈슈퍼","02-2690-2577","서울 양천구 화곡로8길8","","양천구","서울"
"50042312","쭈쭈슈퍼","02-2690-2577","서울 양천구 화곡로8길8","","양천구","서울"
"50014714","쭈쭈슈퍼","02-2690-2577","서울특별시 양천구 화곡로8길 8-0 쭈쭈슈퍼","07904","서울특별시","서울"
"50037533","쭌이네할인매장","--","경상남도 창원시 의창구 도계동 323-3 목화빌라 102호","51163","창원시","경남"
"50035094","차관마트","061-277-0894","전라남도 목포시 터진목로19번길 2-0 1662","58713","목포시","전남"
"50019293","차미례 미용실","061-554-7492","전라남도 완도군 금일로 415-0","59140","완도군","전남"
"50033569","차부상회","043-832-2549","충청북도 괴산군 읍내로 131-0","367-804","괴산군","충북"
"50043784","차부상회","--","강원특별자치도 원주시 북원로 109","","원주시","강원"
"50018943","차사랑마스터","063-433-1806","전라북도 진안군 진무로 959-0","55438","진안군","전북"
"50039336","차상명행정사사무소","031-373-0114","경기도 오산시 수청로 31-0 차상명행정사사무소","","오산시","경기"
"50043485","차수학앤SM영어학원","--","경상남도 거제시 장평2로2길 29-0","53270","거제시","경남"
"50019350","차이나왕짬뽕","061-394-0041","전라남도 장성군 주산1길 62-0","57238","장성군","전남"
"50037777","차황우체국","--","경상남도 산청군 친환경로 3582-0","52208","산청군","경남"
"50038101","착한과일","062-651-9100","광주광역시 남구 봉선로51번길 9-0","61692","광주광역시","광주"
"50033546","착한마트","070-8223-2138","충청북도 청주시 흥덕구 가경동 1488-17번지","361-802","청주시","충북"
"50010185","착한문구","--","경기도 하남시 역말로 68-0","12978","하남시","경기"
"50019879","착한슈퍼","061-534-5687","전라남도 해남군 삼산면 구림리 산 산 8-7","","해남군","전남"
"50035257","착한폰","042-242-3300","대전광역시 중구 대종로 696-0","301-840","대전광역시","대전"
"50010286","참다운어린이집","031-879-8565","경기도 의정부시 비우로99번길 12-0","","의정부시","경기"
"50003042","참마트","053-522-5969","대구광역시 서구 국채보상로75길 8-0","41799","대구","대구"
"50020301","참마트 죽도점","054-275-2500","경상북도 포항시 북구 중흥로225번길 30-0","37751","포항시","경북"
"50042047","참마트상봉점","--","경상남도 진주시 진주성로 100-0","52748","진주시","경남"
"50012110","참머리사랑","02-941-4398","서울특별시 성북구 월계로38길 21-0","02758","서울특별시","서울"
"50040643","참빛요양원","061-453-9900","전남 무안군 운남면 내리 1005-32","534--86","무안군","전남"
"50040497","참사랑복지재단","041-356-0518","충남 당진군 면천면 죽동리 138-2","343--88","당진군","충남"
"50040570","참사랑실비노인요양원","063-857-9957","전북 익산시 평화동 342-19","570--01","익산시","전북"
"50003323","참사랑약국","053-939-7377","대구 북구 산격1동  799-3","702-846","대구","대구"
"50036508","참사랑약국","043-645-2558","충청북도 제천시 고명로1길 17-0","27134","제천시","충북"
"50034452","참사랑할인마트","042-224-5599","대전광역시 중구 목동로 68-0","301-808","대전광역시","대전"
"50039232","참사랑헤어샵","061-282-3686","전라남도 목포시 비파로 139-0 참사랑헤어샵","58660","목포시","전남"
"50043748","참새방앗간(임기분식)","--","경상남도 양산시 신명로 87-0","50544","양산시","경남"
"50042081","참약사약국","02-943-1226","서울특별시 성북구 종암로 122-0 시원빌딩 103호","02797","서울특별시","서울"
